"CNPJ_Companhia","Data_Referencia","Versao","ID_Documento","Data_Inicio_Exercicio_Social","Data_Fim_Exercicio_Social","Total_Remuneracao","Orgao_Administracao","Numero_Membros","Total_Remuneracao_Orgao","Numero_Membros_Remunerados","Salario","Beneficios_Diretos_Indiretos","Participacoes_Comites","Outros_Valores_Fixos","Descricao_Outros_Remuneracoes_Fixas","Bonus","Participacao_Resultados","Participacao_Reunioes","Outros_Valores_Variaveis","Comissoes","Descricao_Outros_Remuneracoes_Variaveis","Pos_emprego","Cessacao_Cargo","Baseada_Acoes","Observacao"
"52.123.916/0001-32","2021-01-01",2,110336,"2020-01-01","2020-12-31",10362767,"Conselho Fiscal",0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 01/2021, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra b) foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais."
"52.123.916/0001-32","2021-01-01",2,110336,"2019-01-01","2019-12-31",8560272,"Conselho de Administração",5,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 01/2021, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra b) foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais."
"52.123.916/0001-32","2021-01-01",2,110336,"2019-01-01","2019-12-31",8560272,"Diretoria Estatutária",5,8560272,5,5085471,361767,0,0,"",3113034,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 01/2021, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra b) foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais."
"52.123.916/0001-32","2021-01-01",2,110336,"2019-01-01","2019-12-31",8560272,"Conselho Fiscal",0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 01/2021, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra b) foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais."
"52.123.916/0001-32","2021-01-01",2,110336,"2018-01-01","2018-12-31",7320125,"Conselho de Administração",5,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 01/2021, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra b) foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais."
"52.123.916/0001-32","2021-01-01",2,110336,"2018-01-01","2018-12-31",7320125,"Diretoria Estatutária",5,7320125,5,4898637,291843,0,0,"",2129645,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 01/2021, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra b) foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais."
"52.123.916/0001-32","2021-01-01",2,110336,"2018-01-01","2018-12-31",7320125,"Conselho Fiscal",0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/Nº 01/2021, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra b) foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais."
"52.548.435/0001-79","2021-01-01",3,110799,"2021-01-01","2021-12-31",22919527.49,"Conselho de Administração",5,2736000,5,1920000,360000,0,456000,"Os valores demonstrados consideram as contribuições para o INSS.",0,0,0,0,0,"",0,0,0,""
"52.548.435/0001-79","2021-01-01",3,110799,"2021-01-01","2021-12-31",22919527.49,"Diretoria Estatutária",3,20183527.49,3,12317637.44,60245.64,0,2619527.49,"Os valores demonstrados consideram as contribuições para o INSS e ajuda de custo",4160619.85,0,0,0,0,"",1025497.08,0,0,""
"52.548.435/0001-79","2021-01-01",3,110799,"2020-01-01","2020-12-31",27198270.47,"Conselho de Administração",4.33,2327920,4.33,1603000,0,336933.33,387986.67,"Os valores demonstrados consideram as contribuições para o INSS.",0,0,0,0,0,"",0,0,0,""
"52.548.435/0001-79","2021-01-01",3,110799,"2020-01-01","2020-12-31",27198270.47,"Diretoria Estatutária",6.83,24615808.12,6.83,7618886.43,203720.45,0,2183711.67,"Os valores demonstrados consideram as contribuições para o INSS e ajuda de custo",11468853.39,0,0,0,0,"",3140636.18,0,0,""
"52.548.435/0001-79","2021-01-01",3,110799,"2020-01-01","2020-12-31",27198270.47,"Conselho Fiscal",2,254542.34,2,212118.62,0,0,42423.72,"Os valores demonstrados consideram as contribuições para o INSS.",0,0,0,0,0,"",0,0,0,""
"52.548.435/0001-79","2021-01-01",3,110799,"2019-01-01","2019-12-31",20994741.59,"Conselho de Administração",5,1699200,4,1416000,0,0,283200,"Os valores demonstrados consideram as contribuições para o INSS.",0,0,0,0,0,"Os valores demonstrados consideram as contribuições para o INSS.",0,0,0,"Média anual do número de membros de cada órgão apurado mensalmente. Inclui os valores de remuneração pagos a um diretor que também faz parte do Conselho de Administração, porém não recebe remuneração por sua atuação neste órgão."
"52.548.435/0001-79","2021-01-01",3,110799,"2019-01-01","2019-12-31",20994741.59,"Diretoria Estatutária",8.42,19192524.56,8.42,10464244,335035.42,0,2015566.4,"Os valores demonstrados consideram as contribuições para o INSS.",1839921.3,0,0,2471559.36,0,"Os valores demonstrados consideram as contribuições para o INSS.",0,364000,1702198.08,"Média anual do número de membros de cada órgão apurado mensalmente. Inclui os valores de remuneração pagos a um diretor que também faz parte do Conselho de Administração, porém não recebe remuneração por sua atuação neste órgão."
"52.548.435/0001-79","2021-01-01",3,110799,"2019-01-01","2019-12-31",20994741.59,"Conselho Fiscal",3,103017.02,3,85847.52,0,0,17169.5,"Os valores demonstrados consideram as contribuições para o INSS.",0,0,0,0,0,"",0,0,0,"Média anual do número de membros de cada órgão apurado mensalmente. Inclui os valores de remuneração pagos a um diretor que também faz parte do Conselho de Administração, porém não recebe remuneração por sua atuação neste órgão."
"52.548.435/0001-79","2021-01-01",3,110799,"2018-01-01","2018-12-31",21198805.2,"Conselho de Administração",5,1974000,4,1620000,0,25000,329000,"Os valores demonstrados consideram as contribuições para o INSS",0,0,0,0,0,"",0,0,0,"Média anual do número de membros de cada órgão apurado mensalmente. Inclui os valores de remuneração pagos a um diretor que também faz parte do Conselho de Administração, porém não recebe remuneração por sua atuação neste órgão."
"52.548.435/0001-79","2021-01-01",3,110799,"2018-01-01","2018-12-31",21198805.2,"Diretoria Estatutária",8.33,18850214.94,8.33,9441432,267771.59,0,2519085.74,"Os valores demonstrados consideram as contribuições para o INSS.",0,1298560.09,0,1570365.52,0,"Os valores demonstrados consideram as contribuições para o INSS.",0,0,3753000,"Média anual do número de membros de cada órgão apurado mensalmente. Inclui os valores de remuneração pagos a um diretor que também faz parte do Conselho de Administração, porém não recebe remuneração por sua atuação neste órgão."
"52.548.435/0001-79","2021-01-01",3,110799,"2018-01-01","2018-12-31",21198805.2,"Conselho Fiscal",3,374590.26,3,312158.55,0,0,62431.71,"Os valores demonstrados consideram as contribuições para o INSS.",0,0,0,0,0,"",0,0,0,"Média anual do número de membros de cada órgão apurado mensalmente. Inclui os valores de remuneração pagos a um diretor que também faz parte do Conselho de Administração, porém não recebe remuneração por sua atuação neste órgão."
"53.113.791/0001-22","2021-01-01",6,108865,"2021-01-01","2021-12-31",50618974.3,"Conselho de Administração",7,9423822.57,7,3381243.73,380699.23,1174779.61,0,"",0,0,0,0,0,"",0,0,4487100,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2021 o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais."
"53.113.791/0001-22","2021-01-01",6,108865,"2021-01-01","2021-12-31",50618974.3,"Diretoria Estatutária",7.5,40863439.51,7.5,8292805.49,1495195.59,0,0,"",5723800.27,0,0,0,0,"",275077.86,0,25076560.3,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2021 o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais."
"53.113.791/0001-22","2021-01-01",6,108865,"2021-01-01","2021-12-31",50618974.3,"Conselho Fiscal",6,331712.22,3,331712.22,0,0,0,"",0,0,0,0,0,"",0,0,0,"N/A"
"53.113.791/0001-22","2021-01-01",6,108865,"2020-01-01","2020-12-31",34540622.08,"Conselho de Administração",7.67,6971530.35,7.67,3452224,369311.15,1010995.2,0,"",0,0,0,0,0,"",0,0,2139000,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2021 o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais."
"53.113.791/0001-22","2021-01-01",6,108865,"2020-01-01","2020-12-31",34540622.08,"Diretoria Estatutária",7,27569091.73,7,7472519.96,1238120.8,0,0,"",3579074.14,0,0,0,0,"",161884.25,92195.26,15025297.32,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2021 o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais."
"53.113.791/0001-22","2021-01-01",6,108865,"2020-01-01","2020-12-31",34540622.08,"Conselho Fiscal",0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"N/A"
"53.113.791/0001-22","2021-01-01",6,108865,"2019-01-01","2019-12-31",27555379.43,"Conselho de Administração",8.75,5639294.18,8.75,3667777.5,245701.78,956214.9,0,"",0,0,0,0,0,"",0,0,769600,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2021 o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais."
"53.113.791/0001-22","2021-01-01",6,108865,"2019-01-01","2019-12-31",27555379.43,"Diretoria Estatutária",6.5,21916085.25,6.5,6397958.01,1236823.14,0,0,"",5334000,0,0,0,0,"",129526.82,1014147.86,7803629.42,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2021 o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais."
"53.113.791/0001-22","2021-01-01",6,108865,"2019-01-01","2019-12-31",27555379.43,"Conselho Fiscal",0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"N/A"
"53.113.791/0001-22","2021-01-01",6,108865,"2018-01-01","2018-12-31",22019293.08,"Conselho de Administração",9,3266985.71,8.17,2646697.51,0,620288.2,0,"",0,0,0,0,0,"",0,0,0,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2021 o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais."
"53.113.791/0001-22","2021-01-01",6,108865,"2018-01-01","2018-12-31",22019293.08,"Diretoria Estatutária",9.5,18752307.37,9.5,10839218.4,880442.93,0,0,"",3160896.96,0,0,0,0,"",146765.52,0,3724983.56,"Conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2021 o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais."
"53.113.791/0001-22","2021-01-01",6,108865,"2018-01-01","2018-12-31",22019293.08,"Conselho Fiscal",0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"N/A"
"56.444.250/0001-75","2021-01-01",2,109095,"2020-01-01","2020-12-31",13200,"Diretoria Estatutária",2,13200,2,13200,0,0,0,"",0,0,0,0,0,"",0,0,0,"Remuneração correspondente a dois diretores com mandatos vigentes no período de janeiro a junho/2020."
"56.444.250/0001-75","2021-01-01",2,109095,"2019-01-01","2019-12-31",24000,"Diretoria Estatutária",2,24000,2,24000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.444.250/0001-75","2021-01-01",2,109095,"2018-01-01","2018-12-31",23040,"Diretoria Estatutária",2,23040,2,23040,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.643.018/0001-66","2021-01-01",2,106529,"2021-01-01","2021-12-31",9852565.32,"Conselho de Administração",7,251701.63,7,251701.63,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.643.018/0001-66","2021-01-01",2,106529,"2021-01-01","2021-12-31",9852565.32,"Diretoria Estatutária",5,8925809.44,5,6214830.82,680766.84,0,1544035.03,"Ajuda de custo",0,486176.75,0,0,0,"",0,0,0,""
"56.643.018/0001-66","2021-01-01",2,106529,"2021-01-01","2021-12-31",9852565.32,"Conselho Fiscal",5,675054.25,5,675054.25,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.643.018/0001-66","2021-01-01",2,106529,"2020-01-01","2020-12-31",7778608.02,"Conselho de Administração",7,228819.66,7,228819.66,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.643.018/0001-66","2021-01-01",2,106529,"2020-01-01","2020-12-31",7778608.02,"Diretoria Estatutária",5,6936102.68,5,5052590.82,680766.84,0,716568.27,"Ajuda de custo",0,486176.75,0,0,0,"",0,0,0,""
"56.643.018/0001-66","2021-01-01",2,106529,"2020-01-01","2020-12-31",7778608.02,"Conselho Fiscal",5,613685.68,5,613685.68,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.643.018/0001-66","2021-01-01",2,106529,"2019-01-01","2019-12-31",6650691.96,"Conselho de Administração",7,144000,7,144000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.643.018/0001-66","2021-01-01",2,106529,"2019-01-01","2019-12-31",6650691.96,"Diretoria Estatutária",3,6095240.64,0,5154610.92,351345.24,0,589284.48,"Ajuda de custo",0,0,0,0,0,"",0,0,0,""
"56.643.018/0001-66","2021-01-01",2,106529,"2019-01-01","2019-12-31",6650691.96,"Conselho Fiscal",5,411451.32,5,411451.32,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.643.018/0001-66","2021-01-01",2,106529,"2018-01-01","2018-12-31",6599206.2,"Conselho de Administração",7,138000,7,138000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.643.018/0001-66","2021-01-01",2,106529,"2018-01-01","2018-12-31",6599206.2,"Diretoria Estatutária",3,6184336,3,5154610.92,649101.07,0,380624.01,"Ajuda de custo.",0,0,0,0,0,"",0,0,0,""
"56.643.018/0001-66","2021-01-01",2,106529,"2018-01-01","2018-12-31",6599206.2,"Conselho Fiscal",5,276870.2,5,276870.2,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.720.428/0001-63","2021-01-01",4,109403,"2021-01-01","2021-12-31",9854949,"Conselho de Administração",8,2837659,8,1584431,159063,0,609164,"",0,485000,0,0,0,"",0,0,0,""
"56.720.428/0001-63","2021-01-01",4,109403,"2021-01-01","2021-12-31",9854949,"Diretoria Estatutária",6,6617290,6,4806378,465127,0,1345786,"",0,0,0,0,0,"",0,0,0,""
"56.720.428/0001-63","2021-01-01",4,109403,"2021-01-01","2021-12-31",9854949,"Conselho Fiscal",3,4e+05,3,320000,0,0,80000,"",0,0,0,0,0,"",0,0,0,""
"56.720.428/0001-63","2021-01-01",4,109403,"2020-01-01","2020-12-31",8139331.09,"Conselho de Administração",8,2541885.49,8,1572180,204619.49,0,280086,"",0,485000,0,0,0,"",0,0,0,""
"56.720.428/0001-63","2021-01-01",4,109403,"2020-01-01","2020-12-31",8139331.09,"Diretoria Estatutária",5.83,5284365.6,5.83,4385247,352953.6,0,546165,"",0,0,0,0,0,"",0,0,0,""
"56.720.428/0001-63","2021-01-01",4,109403,"2020-01-01","2020-12-31",8139331.09,"Conselho Fiscal",3,313080,3,3e+05,0,0,13080,"",0,0,0,0,0,"",0,0,0,""
"56.720.428/0001-63","2021-01-01",4,109403,"2019-01-01","2019-12-31",8999247.86,"Conselho de Administração",8,2719594.08,8,1141440,188866.49,0,438847.59,"",0,548840,401600,0,0,"",0,0,0,""
"56.720.428/0001-63","2021-01-01",4,109403,"2019-01-01","2019-12-31",8999247.86,"Diretoria Estatutária",5,6039764.24,5,3182960,319057.48,0,891228.76,"",0,1646518,0,0,0,"",0,0,0,""
"56.720.428/0001-63","2021-01-01",4,109403,"2019-01-01","2019-12-31",8999247.86,"Conselho Fiscal",3,239889.54,3,221400,0,0,18489.54,"",0,0,0,0,0,"",0,0,0,""
"56.992.423/0001-90","2021-01-01",5,109021,"2021-01-01","2021-12-31",2125000,"Conselho de Administração",3,192000,3,192000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.992.423/0001-90","2021-01-01",5,109021,"2021-01-01","2021-12-31",2125000,"Diretoria Estatutária",2,1798000,2,648000,502000,0,0,"",0,648000,0,0,0,"",0,0,0,""
"56.992.423/0001-90","2021-01-01",5,109021,"2021-01-01","2021-12-31",2125000,"Conselho Fiscal",3,135000,3,135000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.992.423/0001-90","2021-01-01",5,109021,"2020-01-01","2020-12-31",1381000,"Conselho de Administração",3,192000,3,192000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.992.423/0001-90","2021-01-01",5,109021,"2020-01-01","2020-12-31",1381000,"Diretoria Estatutária",2,1054000,2,648000,256000,0,0,"",0,150000,0,0,0,"",0,0,0,""
"56.992.423/0001-90","2021-01-01",5,109021,"2020-01-01","2020-12-31",1381000,"Conselho Fiscal",3,135000,3,135000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.992.423/0001-90","2021-01-01",5,109021,"2019-01-01","2019-12-31",1438000,"Conselho de Administração",3,192000,3,192000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.992.423/0001-90","2021-01-01",5,109021,"2019-01-01","2019-12-31",1438000,"Diretoria Estatutária",2,1111000,2,648000,283000,0,0,"",0,180000,0,0,0,"",0,0,0,""
"56.992.423/0001-90","2021-01-01",5,109021,"2019-01-01","2019-12-31",1438000,"Conselho Fiscal",3,135000,3,135000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.992.423/0001-90","2021-01-01",5,109021,"2018-01-01","2018-12-31",1409000,"Conselho de Administração",3,192000,3,192000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"56.992.423/0001-90","2021-01-01",5,109021,"2018-01-01","2018-12-31",1409000,"Diretoria Estatutária",2,1082000,2,648000,284000,0,0,"",0,150000,0,0,0,"",0,0,0,""
"56.992.423/0001-90","2021-01-01",5,109021,"2018-01-01","2018-12-31",1409000,"Conselho Fiscal",3,135000,3,135000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"58.119.199/0001-51","2021-01-01",4,110645,"2021-01-01","2021-12-31",24500000,"Conselho de Administração",8,2600000,8,2600000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"58.119.199/0001-51","2021-01-01",4,110645,"2021-01-01","2021-12-31",24500000,"Diretoria Estatutária",7.75,21430000,7.75,6e+06,670000,0,0,"",8e+06,0,0,6760000,0,"",0,0,0,""
"58.119.199/0001-51","2021-01-01",4,110645,"2021-01-01","2021-12-31",24500000,"Conselho Fiscal",3,470000,3,470000,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"58.119.199/0001-51","2021-01-01",4,110645,"2020-01-01","2020-12-31",15553205,"Conselho de Administração",7.83,1388184,7.83,1388184,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"58.119.199/0001-51","2021-01-01",4,110645,"2020-01-01","2020-12-31",15553205,"Diretoria Estatutária",7.17,13833620,7.17,5025888,549455,0,0,"",3851209,0,0,4407068,0,"",0,0,0,""
"58.119.199/0001-51","2021-01-01",4,110645,"2020-01-01","2020-12-31",15553205,"Conselho Fiscal",3,331401,3,331401,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"58.119.199/0001-51","2021-01-01",4,110645,"2019-01-01","2019-12-31",19917848,"Conselho de Administração",8.25,1421658,8.33,1421658,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"58.119.199/0001-51","2021-01-01",4,110645,"2019-01-01","2019-12-31",19917848,"Diretoria Estatutária",7.5,18164483,7.5,5302722,471540,0,0,"",4959146,0,0,6027627,0,"Incentivo de curto prazo e incentivo de longo prazo",0,0,1403448,""
"58.119.199/0001-51","2021-01-01",4,110645,"2019-01-01","2019-12-31",19917848,"Conselho Fiscal",3,331707,3,331707,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"58.119.199/0001-51","2021-01-01",4,110645,"2018-01-01","2018-12-31",16843640,"Conselho de Administração",9,1594935,9,1594935,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"58.119.199/0001-51","2021-01-01",4,110645,"2018-01-01","2018-12-31",16843640,"Diretoria Estatutária",7.92,14917575,8,5470325,596114,0,0,"",4834719,0,0,0,0,"Incentivo de curto prazo e incentivo de longo prazo",0,0,4016147,""
"58.119.199/0001-51","2021-01-01",4,110645,"2018-01-01","2018-12-31",16843640,"Conselho Fiscal",3,331401,3,331401,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"58.430.828/0001-60","2021-01-01",17,108998,"2021-01-01","2021-12-31",9500000,"Conselho de Administração",5,2e+06,4,2e+06,0,0,0,"",0,0,0,0,0,"",0,0,0,"Em conformidade com o item 10.2.13(b) do OFÍCIO-CIRCULAR/CVM/SEP/Nº 01/2021, o número de membros total de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente."
"58.430.828/0001-60","2021-01-01",17,108998,"2021-01-01","2021-12-31",9500000,"Diretoria Estatutária",5,7500000,5,5e+06,0,0,0,"",2500000,0,0,0,0,"",0,0,0,"Em conformidade com o item 10.2.13(b) do OFÍCIO-CIRCULAR/CVM/SEP/Nº 01/2021, o número de membros total de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente."
"58.430.828/0001-60","2021-01-01",17,108998,"2021-01-01","2021-12-31",9500000,"Conselho Fiscal",0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"Em conformidade com o item 10.2.13(b) do OFÍCIO-CIRCULAR/CVM/SEP/Nº 01/2021, o número de membros total de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente."
"58.430.828/0001-60","2021-01-01",17,108998,"2020-01-01","2020-12-31",7922623.53,"Conselho de Administração",5,1390695,4,1390695,0,0,0,"",0,0,0,0,0,"",0,0,0,"Em conformidade com o item 10.2.13(b) do OFÍCIO-CIRCULAR/CVM/SEP/Nº 01/2021, o número de membros total de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente."
"58.430.828/0001-60","2021-01-01",17,108998,"2020-01-01","2020-12-31",7922623.53,"Diretoria Estatutária",5,6531928.53,5,4399468.71,411514.21,0,0,"",1720945.61,0,0,0,0,"",0,0,0,"EEm conformidade com o item 10.2.13(b) do OFÍCIO-CIRCULAR/CVM/SEP/Nº 01/2021, o número de membros total de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente."
"58.430.828/0001-60","2021-01-01",17,108998,"2020-01-01","2020-12-31",7922623.53,"Conselho Fiscal",0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"Em conformidade com o item 10.2.13(b) do OFÍCIO-CIRCULAR/CVM/SEP/Nº 01/2021, o número de membros total de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente."
"58.430.828/0001-60","2021-01-01",17,108998,"2019-01-01","2019-12-31",7242288.47,"Conselho de Administração",5,1250651,4,1250651,0,0,0,"",0,0,0,0,0,"",0,0,0,"Em conformidade com o item 10.2.13(b) do OFÍCIO-CIRCULAR/CVM/SEP/Nº 01/2021, o número de membros total de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente."
"58.430.828/0001-60","2021-01-01",17,108998,"2019-01-01","2019-12-31",7242288.47,"Diretoria Estatutária",5,5991637.47,5,4147409.64,144340.21,0,0,"",1699887.62,0,0,0,0,"",0,0,0,"Em conformidade com o item 10.2.13(b) do OFÍCIO-CIRCULAR/CVM/SEP/Nº 01/2021, o número de membros total de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente."
"58.430.828/0001-60","2021-01-01",17,108998,"2019-01-01","2019-12-31",7242288.47,"Conselho Fiscal",0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"Em conformidade com o item 10.2.13(b) do OFÍCIO-CIRCULAR/CVM/SEP/Nº 01/2021, o número de membros total de cada órgão corresponde à média anual do número de membros de cada órgão apurado mensalmente."
"58.430.828/0001-60","2021-01-01",17,108998,"2018-01-01","2018-12-31",7515761.01,"Conselho de Administração",5,940000,5,940000,0,0,0,"",0,0,0,0,0,"",0,0,0,"O cálculo do número de membros do Conselho de Administração corresponde à média anual do número de membros apurado mensalmente dividido por 12 meses, com duas casas decimais."
"58.430.828/0001-60","2021-01-01",17,108998,"2018-01-01","2018-12-31",7515761.01,"Diretoria Estatutária",5,6575761.01,5,5762318.53,194330.01,0,0,"",619112.47,0,0,0,0,"",0,0,0,"O cálculo do número de membros da Diretoria corresponde à média anual do número de membros apurado mensalmente dividido por 12 meses, com duas casas decimais."
"58.430.828/0001-60","2021-01-01",17,108998,"2018-01-01","2018-12-31",7515761.01,"Conselho Fiscal",0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"59.105.999/0001-86","2021-01-01",5,110905,"2021-01-01","2021-12-31",38601097.56,"Conselho de Administração",4,216000,1,216000,0,0,0,"",0,0,0,0,0,"",0,0,0,"Quando o Conselheiro é Diretor Estatutário, a remuneração é considerada na Diretoria Estatutária, quando o conselheiro é Diretor não estatutário, sua remuneração é considerada como salário e não está contida no relatório."
"59.105.999/0001-86","2021-01-01",5,110905,"2021-01-01","2021-12-31",38601097.56,"Diretoria Estatutária",5,38278429,5,13984481,2485472,0,0,"",6529440,0,0,0,0,"",0,0,15279036,"Benefícios diretos e indiretos: Benefícios calculados com base na média de custos e expectativas de aumentos. Bônus e Remuneração baseada em ações: Valores referentes à remuneração variável e ILP previstos, caso as metas sejam atingidas."
"59.105.999/0001-86","2021-01-01",5,110905,"2021-01-01","2021-12-31",38601097.56,"Conselho Fiscal",3,106668.56,3,106668.56,0,0,0,"",0,0,0,0,0,"",0,0,0,""
"59.105.999/0001-86","2021-01-01",5,110905,"2020-01-01","2020-12-31",36493325,"Conselho de Administração",4,216000,1,216000,0,0,0,"",0,0,0,0,0,"",0,0,0,"Quando o Conselheiro é Diretor Estatutário, a remuneração é considerada na Diretoria Estatutária, quando o conselheiro é Diretor não estatutário, sua remuneração é considerada como salário e não está contida no relatório."
"59.105.999/0001-86","2021-01-01",5,110905,"2020-01-01","2020-12-31",36493325,"Diretoria Estatutária",5,36000125,5,11451810,2183719,0,0,"",5430193,0,0,0,0,"",0,0,16934403,"Benefícios diretos e indiretos: Benefícios calculados com base na média de custos. Bônus e Remuneração baseada em ações: Valores referentes à remuneração variável e ILP previstos, caso as metas sejam atingidas."
"59.105.999/0001-86","2021-01-01",5,110905,"2020-01-01","2020-12-31",36493325,"Conselho Fiscal",1.71,277200,1.71,277200,0,0,0,"",0,0,0,0,0,"",0,0,0,"O Conselho Fiscal não foi instalado na Assembleia Geral Ordinária realizada em 21/07/2020."
"59.105.999/0001-86","2021-01-01",5,110905,"2019-01-01","2019-12-31",22621067,"Conselho de Administração",3,170000,1,170000,0,0,0,"",0,0,0,0,0,"",0,0,0,"Quando o Conselheiro éDiretor Estatutário, aremuneração éconsiderada na DiretoriaEstatutária, quando oconselheiro é Diretor nãoestatutário, suaremuneração éconsiderada como salárioe não está contida norelatório."
